index,status,card_present_flag,account,currency,long_lat,txn_description,merchant_id,first_name,balance,date,gender,age,merchant_suburb,merchant_state,extraction,amount,transaction_id,country,customer_id,merchant_long_lat,movement
2727,authorized,1.0,ACC-1598451071,AUD,153.41 -27.95,SALES-POS,f9f4308c-48cd-431e-8979-b39f094912ab,Diana,1868.22,23/08/2018,F,26,Ashgrove,QLD,2018-08-23T04:43:24.000+0000,51.04,9606a559f14f49cabb4c0ea2cfcef8e3,Australia,CUS-2487424745,152.99 -27.45,debit
2733,authorized,1.0,ACC-3481401842,AUD,115.74 -31.72,SALES-POS,5dbd4ab9-1136-4984-9a31-2aba2cd94926,Tiffany,2195.59,23/08/2018,F,25,Falcon,WA,2018-08-23T06:01:39.000+0000,20.66,a9bc99dc439b4f2bbc2cb7ad116ab069,Australia,CUS-1669695324,115.66 -32.58,debit
2736,authorized,1.0,ACC-3100725361,AUD,145.73 -17.03,POS,12a4bfd6-b652-4a98-a5ba-28b905b614e9,Ronald,767.4,23/08/2018,M,25,Smithfield,QLD,2018-08-23T07:11:59.000+0000,12.25,a3f7530241cf45549da5ec2b2fde445a,Australia,CUS-2178051368,145.69 -16.82,debit
2737,authorized,1.0,ACC-2249586092,AUD,115.98 -32.07,POS,419a0f39-0dbc-44c0-8d4f-17c5956e090c,Edward,5795.51,23/08/2018,M,19,Lesmurdie,WA,2018-08-23T07:51:59.000+0000,18.13,bedcdbbca7c54c7ba3096b216344aebd,Australia,CUS-443776336,116.06 -31.99,debit
2740,authorized,0.0,ACC-1199531521,AUD,116.02 -31.87,POS,e12f71dd-85cc-4323-9a67-c20038c4acdd,Billy,6890.65,23/08/2018,M,52,Scarborough,WA,2018-08-23T08:05:07.000+0000,12.19,62866e7ca9a14491aa0cf859b638bd89,Australia,CUS-134833760,115.76 -31.89,debit
2741,authorized,1.0,ACC-3481401842,AUD,115.74 -31.72,POS,8e984c0d-f986-46c6-808f-a6b757f985e8,Tiffany,2132.69,23/08/2018,F,25,East Perth,WA,2018-08-23T08:11:32.000+0000,16.9,796b7463d06545b391fd2a611dc547dc,Australia,CUS-1669695324,115.88 -31.95,debit
2742,authorized,1.0,ACC-2249586092,AUD,115.98 -32.07,SALES-POS,ab3c0402-2b3d-404c-92ec-38d0eb3da29b,Edward,5786.63,23/08/2018,M,19,Beechboro,WA,2018-08-23T08:17:56.000+0000,8.88,c2cb9aba50b04f57b5b9df5756ef65a8,Australia,CUS-443776336,115.94 -31.88,debit
2743,authorized,1.0,ACC-182446574,AUD,116.06 -32.00,POS,6c84c219-96ea-4c6f-9de5-0a28bcaec62f,Tonya,3745.47,23/08/2018,F,27,Rainbow Flat,NSW,2018-08-23T08:24:21.000+0000,22.44,b66a68ad7d5646659256d627b454cf0b,Australia,CUS-3026014945,152.47 -32.01,debit
2744,authorized,1.0,ACC-53508546,AUD,150.62 -33.76,POS,41889285-f86b-481c-b1db-09b8bc042ccc,Kimberly,1871.91,23/08/2018,F,35,North Ryde,NSW,2018-08-23T08:30:46.000+0000,20.6,40e6b976d5ff4518a585452e7d6d279a,Australia,CUS-72755508,151.12 -33.78,debit
2745,authorized,0.0,ACC-3100725361,AUD,145.73 -17.03,POS,342f081b-3399-40e6-bc04-7d064f6eb0e4,Ronald,757.56,23/08/2018,M,25,Mareeba,QLD,2018-08-23T08:37:10.000+0000,9.84,373dc81d5c4347d8a8a4f2e81e41b7b8,Australia,CUS-2178051368,145.42 -16.99,debit
2746,authorized,1.0,ACC-2776252858,AUD,144.95 -37.76,SALES-POS,5461492e-4dc2-4a5d-a625-56ab0602eaf3,Kristin,2167.36,23/08/2018,F,43,Maidstone,VIC,2018-08-23T08:43:35.000+0000,44.38,49675219ace5401da84f23c3798c7f57,Australia,CUS-4123612273,144.88 -37.78,debit
2747,authorized,1.0,ACC-2776252858,AUD,144.95 -37.76,POS,0dfec121-872f-475c-bba9-2d3632e5945d,Kristin,2143.98,23/08/2018,F,43,Lilydale,VIC,2018-08-23T08:49:59.000+0000,23.38,14670846440d4823918719f9e743ecfb,Australia,CUS-4123612273,145.35 -37.76,debit
2748,authorized,1.0,ACC-3481401842,AUD,115.74 -31.72,POS,adceff47-330d-4a20-a181-0b768b83a015,Tiffany,2128.68,23/08/2018,F,25,South Perth,WA,2018-08-23T08:56:24.000+0000,4.01,4417348286f4443f9df1bd86e1daec20,Australia,CUS-1669695324,115.88 -31.98,debit
2751,authorized,1.0,ACC-1516130869,AUD,130.84 -12.45,POS,d71960ad-dff5-49b4-9095-5ec05a0c54a8,Jessica,3943.86,23/08/2018,F,21,Darwin City,NT,2018-08-23T09:02:20.000+0000,16.74,6c7610773ced4876ab838cba0d678023,Australia,CUS-325142416,130.85 -12.47,debit
2752,authorized,1.0,ACC-3100725361,AUD,145.73 -17.03,SALES-POS,81e0744e-281c-43de-b088-286740dc1e97,Ronald,742.71,23/08/2018,M,25,Marysville,VIC,2018-08-23T09:07:39.000+0000,14.85,83b6627563394fb1851d1af530284264,Australia,CUS-2178051368,145.75 -37.51,debit
2753,authorized,1.0,ACC-2305712452,AUD,138.61 -34.89,SALES-POS,c8968173-48a5-43ad-8e3c-77d2cdfc2cc8,Debra,1943.75,23/08/2018,F,18,Seacliff Park,SA,2018-08-23T09:12:58.000+0000,18.75,0db95a46b11741c28e967f1cf6d87e01,Australia,CUS-1842679196,138.53 -35.03,debit
2754,authorized,1.0,ACC-4258502723,AUD,145.45 -37.74,SALES-POS,16b9f329-7a9d-415d-8a7e-98429a138219,Kimberly,1778.21,23/08/2018,F,24,Melbourne,VIC,2018-08-23T09:18:17.000+0000,196.45,6693778151e24a30afcf6f0a81df11ba,Australia,CUS-3378712515,144.97 -37.81,debit
2755,authorized,0.0,ACC-182446574,AUD,116.06 -32.00,SALES-POS,8790c38f-d212-4d49-8623-4fa698117e25,Tonya,3736.96,23/08/2018,F,27,Mirrabooka,WA,2018-08-23T09:23:37.000+0000,8.51,f43292dd4a14487fa8804e6b43959cda,Australia,CUS-3026014945,115.87 -31.85,debit
2756,authorized,1.0,ACC-1438600314,AUD,138.69 -34.84,SALES-POS,335744ac-232a-4eed-b79d-7a7b422eb92c,Maria,3623.14,23/08/2018,F,35,Ashford,SA,2018-08-23T09:28:56.000+0000,22.24,0ea776b1e038493eb34c05b2bcda1f3e,Australia,CUS-2650223890,138.58 -34.95,debit
2757,authorized,1.0,ACC-3100725361,AUD,145.73 -17.03,POS,5c967c03-49d7-45dd-abf5-87c6e937a534,Ronald,724.82,23/08/2018,M,25,Cairns City,QLD,2018-08-23T09:34:15.000+0000,17.89,3b05c3eda467422881abba46ced435e7,Australia,CUS-2178051368,145.77 -16.92,debit
2758,authorized,1.0,ACC-1608363396,AUD,151.22 -33.87,POS,53600579-c983-47ff-8f6c-fbaf4b90f63c,Robert,2753.1,23/08/2018,M,20,Hurstville,NSW,2018-08-23T09:39:34.000+0000,12.06,861726d4e05a4aff880f9d42b26a6770,Australia,CUS-2688605418,151.1 -33.96,debit
2759,authorized,1.0,ACC-854938045,AUD,147.63 -22.84,POS,7645bd89-9675-4b0b-a598-7a72e59483d7,James,10488.55,23/08/2018,M,28,Forest Hill,NSW,2018-08-23T09:44:53.000+0000,8.16,5a301b19a3ec4fe580b7569c1bc8637d,Australia,CUS-4023861240,147.46 -35.15,debit
2760,authorized,1.0,ACC-182446574,AUD,116.06 -32.00,POS,a49c26e2-89b2-423a-9efe-f9d74545fa5e,Tonya,3723.99,23/08/2018,F,27,Booragoon,WA,2018-08-23T09:50:12.000+0000,12.97,5b75a9dd10fd406f80d562a66398e9d9,Australia,CUS-3026014945,115.84 -32.03,debit
2761,authorized,1.0,ACC-3954677887,AUD,115.72 -32.28,POS,85001102-e9fe-4fe8-b52a-9e7c16a34e98,Ruth,3187.32,23/08/2018,F,47,Ceduna,SA,2018-08-23T09:55:31.000+0000,30.86,b738c61022324870af73c78e131ce2eb,Australia,CUS-3716701010,133.67 -32.13,debit
2763,authorized,1.0,ACC-2901672282,AUD,255.00 -573.00,SALES-POS,f7f1a4c4-9947-47f5-a461-2fed2ca3324c,Daniel,3309.33,23/08/2018,M,22,Melbourne,VIC,2018-08-23T10:03:24.000+0000,19.64,03492b9e84b944b6b31d76be331155f6,Australia,CUS-1617121891,144.96 -37.82,debit
2764,authorized,0.0,ACC-958000567,AUD,130.90 -12.37,POS,b4ef8c0b-d288-4542-8be9-c310d56e2dff,Sandra,5565.15,23/08/2018,F,34,Howard Springs,NT,2018-08-23T10:24:40.000+0000,124.43,c10b9f6e9592445ba114c24a88e5d0af,Australia,CUS-4142663097,131.04 -12.5,debit
2765,authorized,1.0,ACC-1334819143,AUD,145.13 -37.70,SALES-POS,28402957-e943-478f-8d2b-19e6b7e0c2fe,Christopher,58483.17,23/08/2018,M,33,Sunshine West,VIC,2018-08-23T10:45:57.000+0000,17.12,7814cfceab3c4bf19dc055d7af494bd4,Australia,CUS-3117610635,144.79 -37.8,debit
2772,authorized,0.0,ACC-182446574,AUD,116.06 -32.00,SALES-POS,912c1695-41e4-408e-828b-1afe812d48fa,Tonya,3715.24,23/08/2018,F,27,Perth,WA,2018-08-23T11:03:02.000+0000,8.75,8f5c62d8ab014353b65a9460c667145c,Australia,CUS-3026014945,116.17 -31.9,debit
2773,authorized,0.0,ACC-2828321672,AUD,153.03 -27.51,POS,03af788f-75a5-46be-a23e-68aeafaa3d87,Stephanie,1640.41,23/08/2018,F,53,Algester,QLD,2018-08-23T11:11:57.000+0000,19.62,91ad5281edd040be89921eb591d429c5,Australia,CUS-1005756958,153.04 -27.61,debit
2774,authorized,0.0,ACC-154431271,AUD,153.09 -27.48,SALES-POS,db9c1b81-1ae7-4032-8623-06e46ea919c3,Lori,650.04,23/08/2018,F,18,Redcliffe,QLD,2018-08-23T11:20:53.000+0000,10.12,3e762163db5a48139ae6d3d43436c52a,Australia,CUS-3702001629,153.11 -27.23,debit
2775,authorized,1.0,ACC-559365433,AUD,147.31 -42.88,SALES-POS,e6a12933-3c5e-4c2f-8844-ab53b1ab862f,Mary,1286.5,23/08/2018,F,64,Ashmont,NSW,2018-08-23T11:29:49.000+0000,21.97,9d81a455e6d14b978d730d78465c897e,Australia,CUS-1654129794,147.33 -35.12,debit
2776,authorized,1.0,ACC-4258502723,AUD,145.45 -37.74,POS,1bd06592-6004-49d7-bb94-09ce684f0598,Kimberly,1774.26,23/08/2018,F,24,Melbourne,VIC,2018-08-23T11:38:44.000+0000,3.95,d1085ec6b0544945bdfc0766e4621140,Australia,CUS-3378712515,144.97 -37.81,debit
2777,authorized,1.0,ACC-37709441,AUD,153.41 -28.01,SALES-POS,c0fb68c6-935b-47ae-8594-e3da036d0f94,Charles,7198.96,23/08/2018,M,18,Gold Coast,QLD,2018-08-23T11:47:40.000+0000,21.65,af5bf8b0c76c49468b4d16aca1103b83,Australia,CUS-3336454548,153.36 -28,debit
2778,authorized,1.0,ACC-2673069055,AUD,152.99 -27.49,POS,95af8bd5-f70e-48de-ae95-311c9949b134,Richard,16055.19,23/08/2018,M,24,Noosaville,QLD,2018-08-23T11:56:36.000+0000,9.63,c86920edd3cc41a88ed30771342f14c0,Australia,CUS-51506836,153.05 -26.42,debit
2783,authorized,1.0,ACC-1608363396,AUD,151.22 -33.87,SALES-POS,f0ae3f23-1564-4a89-bb6e-c020b7a3e5a7,Robert,2649.63,23/08/2018,M,20,Parramatta,NSW,2018-08-23T12:11:28.000+0000,79.47,7250cb4855884e55bc5400342d7c2694,Australia,CUS-2688605418,151 -33.82,debit
2784,authorized,1.0,ACC-1199531521,AUD,116.02 -31.87,SALES-POS,2bfbb5f6-d287-4700-9c86-273b13f57722,Billy,6849.02,23/08/2018,M,52,Malaga,WA,2018-08-23T12:29:59.000+0000,41.63,a70baecb5c104a848a4bc66c63eb3b6d,Australia,CUS-134833760,115.88 -31.86,debit
2785,authorized,1.0,ACC-3317636250,AUD,153.02 -27.66,POS,4533f924-6d16-48cc-b96b-d784a2473fb9,Kenneth,6983.37,23/08/2018,M,35,Windsor Gardens,SA,2018-08-23T12:48:31.000+0000,11.27,5762ef1cfefa4e05961883d077a34f7a,Australia,CUS-2738291516,138.65 -34.86,debit
2788,authorized,1.0,ACC-4258502723,AUD,145.45 -37.74,POS,2868fa67-ae37-449a-8c3a-1ce9a259f383,Kimberly,1769.69,23/08/2018,F,24,Caulfield East,VIC,2018-08-23T13:07:27.000+0000,4.57,991eb9e769cf42788dfcfeb6503f4379,Australia,CUS-3378712515,145.04 -37.88,debit
2789,authorized,1.0,ACC-2673069055,AUD,152.99 -27.49,SALES-POS,00227be5-63f8-4aa3-9008-55d01f9aaec7,Richard,16038.1,23/08/2018,M,24,Moonie,QLD,2018-08-23T13:27:03.000+0000,17.09,18039854215a4ca3ab8c1f6fca699e60,Australia,CUS-51506836,150.37 -27.72,debit
2790,authorized,1.0,ACC-854938045,AUD,147.63 -22.84,SALES-POS,4141523d-7390-42e4-92ac-40d0022481e7,James,10443.21,23/08/2018,M,28,Middlemount,QLD,2018-08-23T13:46:39.000+0000,45.34,8d248f2be56f4d788d8c28cc695bba16,Australia,CUS-4023861240,148.7 -22.82,debit
2794,authorized,1.0,ACC-2901672282,AUD,255.00 -573.00,SALES-POS,bebf9c8f-f867-42fd-b8f1-35f960d40029,Daniel,3235.09,23/08/2018,M,22,Molendinar,QLD,2018-08-23T14:03:10.000+0000,74.24,718d05436d754a36b6c97f509b5deeeb,Australia,CUS-1617121891,153.36 -27.96,debit
2795,authorized,1.0,ACC-2173390920,AUD,144.71 -37.58,SALES-POS,d9ee12c1-f70d-43c5-b4d2-e77d0480c692,Luis,3146.52,23/08/2018,M,27,Cremorne,VIC,2018-08-23T14:13:04.000+0000,63.74,186d6e4c924a4e8dab1d7c317634190e,Australia,CUS-3180318393,144.99 -37.83,debit
2796,authorized,1.0,ACC-2890243754,AUD,153.32 -27.93,SALES-POS,23a87695-d818-44ad-a105-76d9e446a565,Joseph,1881.12,23/08/2018,M,37,Victoria Point,QLD,2018-08-23T14:22:58.000+0000,16.96,54d8f95ad04f42739bffd7bbd3088a26,Australia,CUS-2695611575,153.28 -27.59,debit
2797,authorized,1.0,ACC-2681137560,AUD,151.11 -33.99,SALES-POS,a676b903-4684-4757-8f5a-faa8ec453947,Nathaniel,2664.56,23/08/2018,M,31,Balgowlah,NSW,2018-08-23T14:32:52.000+0000,9.45,1aeb4ed865ed4520a275fcc01ff008e7,Australia,CUS-2083971310,151.27 -33.79,debit
2798,authorized,1.0,ACC-2305712452,AUD,138.61 -34.89,SALES-POS,d6da0a73-531c-4df4-9afa-90c883149a9f,Debra,1934.71,23/08/2018,F,18,Gundagai,NSW,2018-08-23T14:42:46.000+0000,9.04,239ac3bd262f4226990e6444d090dd3a,Australia,CUS-1842679196,148.11 -35.01,debit
2799,authorized,1.0,ACC-1349834573,AUD,145.17 -37.84,POS,dc72ced4-7989-42cc-b650-46c249793433,Matthew,8181.28,23/08/2018,M,39,Camberwell,VIC,2018-08-23T14:52:40.000+0000,66.13,76dcbe84a7984dd29ec721bf6abb90ad,Australia,CUS-1790886359,145.06 -37.83,debit
2802,authorized,1.0,ACC-211792489,AUD,138.63 -34.93,POS,bf78c4a2-a256-4e77-a17d-e889a47ac204,Jacqueline,1821.09,23/08/2018,F,30,Mclaren Vale,SA,2018-08-23T15:01:41.000+0000,19.52,9afac8e670944ff1afd5f2eda9987fa7,Australia,CUS-497688347,138.54 -35.22,debit
2803,authorized,1.0,ACC-1334819143,AUD,145.13 -37.70,SALES-POS,6102e64f-516d-4b51-bc28-87dbfe089f5c,Christopher,58452.53,23/08/2018,M,33,Southbank,VIC,2018-08-23T15:08:10.000+0000,30.64,c81921b7bba143a1921e8b244572d1dd,Australia,CUS-3117610635,144.97 -37.83,debit
2804,authorized,1.0,ACC-182446574,AUD,116.06 -32.00,SALES-POS,328d2ca7-f0fa-42ad-9d16-a088618fb7f8,Tonya,3696.13,23/08/2018,F,27,East Victoria Park,WA,2018-08-23T15:14:40.000+0000,19.11,cf4906e273994c90a1c5700131c0fd51,Australia,CUS-3026014945,115.9 -31.99,debit
2805,authorized,1.0,ACC-1349834573,AUD,145.17 -37.84,SALES-POS,3794505f-1ad4-4b8e-9dd1-866311c34481,Matthew,7868.22,23/08/2018,M,39,Mount Gambier,SA,2018-08-23T15:21:10.000+0000,253.06,4ec16ddcd3bc4fe0b00c34ebdaf1b7a3,Australia,CUS-1790886359,140.78 -37.84,debit
2806,authorized,0.0,ACC-1222300524,AUD,151.23 -33.94,POS,a1ca1b7e-a737-4fc8-b070-3e606f52c0d6,Michael,1887.96,23/08/2018,M,38,Margaret River,WA,2018-08-23T15:27:39.000+0000,7.65,8548d8e4aeb549478717d5651c008d7b,Australia,CUS-2142601169,115.07 -33.95,debit
2807,authorized,0.0,ACC-1056639002,AUD,145.03 -37.91,SALES-POS,bbc415ee-dbcf-4a27-8f61-ea145e0a1a33,Michael,42885.63,23/08/2018,M,22,Preston,VIC,2018-08-23T15:34:09.000+0000,11.63,728edb4d227948a09906b77f197a6386,Australia,CUS-3462882033,145 -37.74,debit
2808,authorized,1.0,ACC-3689607373,AUD,115.79 -31.79,POS,a4d8d152-d91f-42a2-ad21-01d2578dbd94,Virginia,3472.73,23/08/2018,F,20,Malaga,WA,2018-08-23T15:40:38.000+0000,21.71,eeafa626c9de4992a1e1733c23ca2af2,Australia,CUS-127297539,115.88 -31.85,debit
2809,authorized,1.0,ACC-964839203,AUD,146.92 -36.07,POS,3dc0e4cc-8e67-4816-a09e-d9d5f0b8e737,Michael,31481.33,23/08/2018,M,21,Townsville City,QLD,2018-08-23T15:47:08.000+0000,62.45,755be47687314e9f9b045b045a40b136,Australia,CUS-2059096722,146.78 -19.27,debit
2810,authorized,1.0,ACC-1199531521,AUD,116.02 -31.87,SALES-POS,8096c474-820e-43b4-bfe5-c4ef722d0677,Billy,6813.78,23/08/2018,M,52,Hillarys,WA,2018-08-23T15:53:38.000+0000,35.24,2de0e5c7b49f4b4b9570222e6331b32f,Australia,CUS-134833760,115.74 -31.82,debit
2812,authorized,0.0,ACC-3021093232,AUD,149.83 -29.47,SALES-POS,7b7d9bd7-6683-44df-aa06-6b586edf869d,Melissa,3840.54,23/08/2018,F,30,Sydney,NSW,2018-08-23T16:00:19.000+0000,47.16,b412ff32668e43de90a6463f3b353892,Australia,CUS-55310383,151.21 -33.87,debit
2813,authorized,1.0,ACC-3233697971,AUD,151.04 -33.77,POS,d2c254f4-7323-431e-baa0-392b35435298,Robin,4069.0,23/08/2018,F,34,Yagoona,NSW,2018-08-23T16:16:43.000+0000,10.28,51220f89e6284d2e87b36cf82b68e364,Australia,CUS-1147642491,151.02 -33.91,debit
2814,authorized,1.0,ACC-1516130869,AUD,130.84 -12.45,SALES-POS,cd98e1d5-4138-4f47-9045-4de8919aed99,Jessica,3878.28,23/08/2018,F,21,Berrimah,NT,2018-08-23T16:33:06.000+0000,26.58,14b1d95db5124ba3a203301a4ecb1914,Australia,CUS-325142416,130.92 -12.44,debit
2815,authorized,1.0,ACC-1710017148,AUD,150.82 -34.01,POS,a41ea38b-0b76-482e-86fc-9e2e48cd148d,Michelle,7669.45,23/08/2018,F,19,Katoomba,NSW,2018-08-23T16:49:30.000+0000,7.9,7b037c50c7284fa4977f6e5b251b50dd,Australia,CUS-883482547,150.31 -33.72,debit
2823,authorized,1.0,ACC-1496451953,AUD,145.16 -37.84,SALES-POS,1e7648f6-51ee-451b-9408-7761e7a5df8a,Ricky,6664.96,23/08/2018,M,43,Windsor,VIC,2018-08-23T17:03:54.000+0000,41.97,dbaf622c264649619a98801975e643c2,Australia,CUS-3142625864,144.99 -37.86,debit
2824,authorized,1.0,ACC-3954677887,AUD,115.72 -32.28,SALES-POS,bea1a64d-1a9b-4631-9a45-7ff74fd3ca16,Ruth,3087.68,23/08/2018,F,47,Rockingham,WA,2018-08-23T17:14:46.000+0000,53.64,565ffc910f67404a80ad511bdd5147dc,Australia,CUS-3716701010,115.74 -32.29,debit
2825,authorized,1.0,ACC-1710017148,AUD,150.82 -34.01,POS,591eb556-c5b4-4697-80ad-3c7fe42d49c2,Michelle,7593.43,23/08/2018,F,19,Broadwater,WA,2018-08-23T17:25:39.000+0000,76.02,9361223316c14c4ba4c55c3f68b20dfd,Australia,CUS-883482547,115.27 -33.66,debit
2826,authorized,1.0,ACC-1243371644,AUD,150.90 -33.78,POS,76420bb3-b21f-439d-bc98-9a03f6eb884e,Gregory,2978.07,23/08/2018,M,42,Katoomba,NSW,2018-08-23T17:36:31.000+0000,23.89,49a3eec9f8374f5c8e7c5a63f3be3bb2,Australia,CUS-3904958894,150.31 -33.72,debit
2827,authorized,1.0,ACC-2673069055,AUD,152.99 -27.49,POS,37e9c950-5136-4f86-9e9b-1ded5c0c8d5c,Richard,16007.69,23/08/2018,M,24,Cue,WA,2018-08-23T17:47:23.000+0000,30.41,3e130a3a1b9f41349fbeac6ee1196396,Australia,CUS-51506836,117.89 -27.43,debit
2828,authorized,0.0,ACC-3021093232,AUD,149.83 -29.47,POS,15000b67-8368-4c71-a382-0478cd55cffb,Melissa,3816.31,23/08/2018,F,30,Kandos,NSW,2018-08-23T17:58:15.000+0000,24.23,4e4f9078a620423b8c87f9f1a5981c54,Australia,CUS-55310383,149.97 -32.86,debit
2832,authorized,1.0,ACC-2650850707,AUD,148.16 -23.52,POS,f82e6e6e-13a2-42e4-9b36-ee31e951e54e,Brian,108407.26,23/08/2018,M,42,Brookvale,NSW,2018-08-23T18:19:59.000+0000,351.06,e34368dbc7de4653843e173f5e230fbd,Australia,CUS-2819545904,151.26 -33.76,debit
2833,authorized,1.0,ACC-1222300524,AUD,151.23 -33.94,POS,eff25fdb-a677-437b-bb87-f4e4b4614499,Michael,1868.82,23/08/2018,M,38,Bankstown,NSW,2018-08-23T18:43:48.000+0000,19.14,0908dbda136147f4992ea8f6e8980214,Australia,CUS-2142601169,151.04 -33.92,debit
2837,authorized,1.0,ACC-182446574,AUD,116.06 -32.00,POS,d00d2c9a-883a-4564-806f-54b6533d5472,Tonya,3397.95,23/08/2018,F,27,Sydney,NSW,2018-08-23T19:03:22.000+0000,298.18,9aee8945243e49aab9a694acef07059b,Australia,CUS-3026014945,151.21 -33.87,debit
2838,authorized,1.0,ACC-1608363396,AUD,151.22 -33.87,SALES-POS,7feaa300-dc83-4f40-98ae-0525f5ca0fd2,Robert,4844.12,23/08/2018,M,20,Haymarket,NSW,2018-08-23T19:13:53.000+0000,125.81,07eb6ee1c66e431693c700572be2efd4,Australia,CUS-2688605418,151.21 -33.88,debit
2839,authorized,0.0,ACC-1799207998,AUD,150.68 -33.79,POS,91be224a-0425-4bea-9196-58d07827a773,Susan,4522.71,23/08/2018,F,20,Brookvale,NSW,2018-08-23T19:24:25.000+0000,35.88,3bc0e5b3771b4bc8bc7692fa7ad49222,Australia,CUS-164374203,151.27 -33.77,debit
2840,authorized,0.0,ACC-1799207998,AUD,150.68 -33.79,POS,99af087f-b26e-47ff-a3aa-f89777d36bd4,Susan,4493.82,23/08/2018,F,20,Cremorne,NSW,2018-08-23T19:34:56.000+0000,28.89,9af77145eed54d3a95950f830b0255b4,Australia,CUS-164374203,151.23 -33.83,debit
2841,authorized,1.0,ACC-37709441,AUD,153.41 -28.01,POS,32aac8ce-69eb-407d-bbbc-cb40571549f8,Charles,7169.8,23/08/2018,M,18,North Sydney,NSW,2018-08-23T19:45:28.000+0000,29.16,c723ef6de58d49218910ea63afc9feec,Australia,CUS-3336454548,151.21 -33.84,debit
2842,authorized,0.0,ACC-2615038700,AUD,145.35 -38.03,SALES-POS,ca76c244-2b13-4760-8832-3d02d0ef8bae,Emily,29818.31,23/08/2018,F,43,Surry Hills,NSW,2018-08-23T19:55:59.000+0000,9.83,fb4a580f8f3e45129be0f2bd1b07f019,Australia,CUS-3255104878,151.21 -33.88,debit
2845,authorized,1.0,ACC-1973887809,AUD,115.78 -31.90,POS,4c106993-485e-4893-b7c4-02737bfe37da,Antonio,3097.22,23/08/2018,M,26,Caversham,WA,2018-08-23T20:15:53.000+0000,18.11,77b21b2de6ca42e8b97dbb737ac44507,Australia,CUS-1646621553,115.96 -31.88,debit
2846,authorized,1.0,ACC-1056639002,AUD,145.03 -37.91,SALES-POS,36b3e446-2988-449e-9264-8d0c55c09bcb,Michael,42876.32,23/08/2018,M,22,Clayton,VIC,2018-08-23T20:41:32.000+0000,9.31,60cc625647be4ef5b24f5f95c8a0ac59,Australia,CUS-3462882033,145.12 -37.92,debit
2848,authorized,1.0,ACC-1608363396,AUD,151.22 -33.87,SALES-POS,6ed0387f-6c26-4f65-b966-ba8c59f58ba0,Robert,4805.94,23/08/2018,M,20,Harris Park,NSW,2018-08-23T21:03:38.000+0000,38.18,27c1ba9fcbe948be840b714d38fe41c3,Australia,CUS-2688605418,151.01 -33.82,debit
2849,authorized,1.0,ACC-3689607373,AUD,115.79 -31.79,SALES-POS,f180736e-81ba-424b-9051-53b60ae7580c,Virginia,3467.87,23/08/2018,F,20,Mount Lawley,WA,2018-08-23T21:16:37.000+0000,4.86,481b2bb00fa04170851255b372c4346d,Australia,CUS-127297539,115.87 -31.92,debit
2850,authorized,1.0,ACC-1799207998,AUD,150.68 -33.79,SALES-POS,39a1e428-8dc0-4cbc-8512-86162c660c51,Susan,4471.88,23/08/2018,F,20,Huskisson,NSW,2018-08-23T21:29:36.000+0000,21.94,67db6d98576b409cb423834e84c3673c,Australia,CUS-164374203,150.67 -35.04,debit
2851,authorized,0.0,ACC-1199531521,AUD,116.02 -31.87,POS,29591d82-c18f-429a-a8f8-14567dfe7a80,Billy,6797.19,23/08/2018,M,52,Perth,WA,2018-08-23T21:42:35.000+0000,16.59,fd37989a7adf47f983ec5c38dae6fe41,Australia,CUS-134833760,115.86 -31.94,debit
2852,authorized,1.0,ACC-1056639002,AUD,145.03 -37.91,SALES-POS,b44f2d09-7754-4e1c-b412-9b253346742c,Michael,42823.73,23/08/2018,M,22,Norlane,VIC,2018-08-23T21:55:35.000+0000,52.59,f91303c12e9f422abda25ff92b275ffc,Australia,CUS-3462882033,144.36 -38.09,debit
2857,authorized,1.0,ACC-2828321672,AUD,153.03 -27.51,POS,06bf749a-1db8-41fc-9f26-eb1683974516,Stephanie,1437.67,23/08/2018,F,53,Fortitude Valley,QLD,2018-08-23T22:09:59.000+0000,202.74,edc1201fa39f4796aa352f43f2fa60aa,Australia,CUS-1005756958,153.04 -27.45,debit
2858,authorized,1.0,ACC-182446574,AUD,116.06 -32.00,POS,46afb5cd-cbea-4d31-afb9-19fe85a72bc5,Tonya,3385.35,23/08/2018,F,27,Dalkeith,WA,2018-08-23T22:25:09.000+0000,12.6,883dd63cf3b04024b6627b69215251fc,Australia,CUS-3026014945,115.8 -31.99,debit
2859,authorized,1.0,ACC-1496451953,AUD,145.16 -37.84,SALES-POS,012fee56-7727-4955-921a-f0369663dc65,Ricky,6648.25,23/08/2018,M,43,Darwin City,NT,2018-08-23T22:40:18.000+0000,16.71,b1f79103279f4f47b336a50810d6f0d0,Australia,CUS-3142625864,130.84 -12.46,debit
2860,authorized,1.0,ACC-3689607373,AUD,115.79 -31.79,POS,def6f8f2-e856-4da8-b836-fc56bd595375,Virginia,3441.45,23/08/2018,F,20,Spearwood,WA,2018-08-23T22:55:27.000+0000,26.42,890d263f1c524ae5ba7c2ad6baa02844,Australia,CUS-127297539,115.78 -32.1,debit
2863,authorized,1.0,ACC-1608363396,AUD,151.22 -33.87,SALES-POS,c6dbb5f1-dd6d-49e4-b4cf-68e9680d544e,Robert,4788.74,23/08/2018,M,20,Ryde,NSW,2018-08-23T23:15:13.000+0000,17.2,29cf5399a11d4bd08cb3f3a060e01871,Australia,CUS-2688605418,151.11 -33.81,debit
